date,lottery_id,n1,n2,n3,n4,n5
,hu5,42,66,67,72,85
,hu5,13,21,33,49,90
,hu5,29,40,52,58,59
,hu5,14,24,33,52,81
,hu5,13,43,49,59,61
,hu5,10,23,26,45,62
,hu5,1,9,20,27,41
,hu5,3,26,41,67,86
,hu5,10,14,40,46,86
,hu5,22,34,47,77,80
,hu5,6,31,66,79,87
,hu5,1,22,59,67,72
,hu5,6,33,43,50,51
,hu5,2,10,49,66,84
,hu5,1,2,9,47,60
,hu5,25,35,38,49,73
,hu5,31,34,56,69,84
,hu5,29,43,63,68,81
,hu5,1,10,12,31,70
,hu5,22,23,32,42,76
,hu5,28,38,45,68,83
,hu5,6,18,31,60,62
,hu5,12,28,81,82,85
,hu5,20,25,56,73,74
,hu5,23,24,37,50,52
,hu5,17,30,60,70,82
,hu5,3,31,52,54,63
,hu5,36,55,73,74,81
,hu5,18,19,43,54,85
,hu5,31,40,41,55,68
,hu5,9,51,59,73,75
,hu5,13,17,28,50,66
,hu5,6,10,18,28,86
,hu5,32,37,50,63,67
,hu5,39,50,72,75,81
,hu5,17,22,27,30,37
,hu5,12,32,48,50,63
,hu5,42,45,67,78,88
,hu5,1,35,59,79,84
,hu5,8,12,34,37,81
,hu5,1,2,33,51,88
,hu5,28,33,51,56,70
,hu5,12,23,38,61,63
,hu5,21,35,36,48,60
,hu5,5,47,70,80,87
,hu5,5,25,44,82,87
,hu5,13,24,41,47,86
,hu5,12,28,37,51,79
,hu5,22,33,50,62,69
,hu5,3,18,20,41,49
,hu5,12,21,26,56,86
,hu5,7,10,18,47,68
,hu5,1,25,46,48,49
,hu5,13,60,72,75,88
,hu5,38,51,64,74,81
,hu5,11,29,35,44,67
,hu5,6,22,26,50,55
,hu5,22,34,50,64,81
,hu5,20,36,39,43,51
,hu5,1,3,25,69,73
,hu5,34,42,53,54,80
,hu5,10,39,71,76,81
,hu5,18,47,65,75,89
,hu5,7,14,15,45,82
,hu5,33,40,42,69,74
,hu5,32,33,68,73,84
,hu5,11,15,19,57,69
,hu5,4,29,31,35,90
,hu5,2,3,12,78,88
,hu5,3,9,15,32,63
,hu5,24,34,54,81,90
,hu5,7,17,57,70,73
,hu5,41,47,49,59,65
,hu5,18,25,27,34,51
,hu5,9,12,32,34,35
,hu5,21,49,62,63,90
,hu5,13,28,44,46,90
,hu5,6,18,53,61,64
,hu5,29,34,36,59,80
,hu5,2,17,32,50,85
,hu5,2,13,30,40,59
,hu5,14,19,22,65,78
,hu5,6,20,26,47,66
,hu5,20,53,59,72,89
,hu5,18,39,41,62,72
,hu5,12,26,47,58,82
,hu5,1,46,55,66,70
,hu5,1,17,23,59,65
,hu5,10,23,24,57,83
,hu5,25,46,52,57,75
,hu5,3,9,55,64,74
,hu5,12,22,30,56,67
,hu5,3,19,65,86,88
,hu5,15,19,36,53,55
,hu5,30,41,45,59,72
,hu5,34,38,42,73,77
,hu5,6,35,73,76,82
,hu5,30,47,67,70,75
,hu5,23,59,66,72,74
,hu5,32,45,49,55,70
,hu5,2,14,36,42,76
,hu5,17,21,64,71,78
,hu5,5,10,58,84,88
,hu5,11,34,52,65,85
,hu5,19,23,52,77,89
,hu5,4,35,38,55,88
,hu5,11,30,53,68,77
,hu5,19,49,65,71,82
,hu5,10,18,60,68,76
,hu5,32,40,65,76,88
,hu5,15,50,57,64,70
,hu5,1,17,36,53,76
,hu5,38,43,61,73,87
,hu5,25,36,44,58,90
,hu5,1,19,30,39,82
,hu5,1,39,58,70,87
,hu5,14,35,37,58,87
,hu5,17,24,38,39,53
,hu5,17,58,69,83,87
,hu5,3,10,36,40,43
,hu5,3,28,43,46,86
,hu5,23,28,47,50,73
,hu5,5,69,71,81,89
,hu5,22,31,66,77,86
,hu5,37,46,53,73,81
,hu5,8,11,25,34,62
,hu5,14,53,65,74,82
,hu5,3,12,14,51,53
,hu5,4,31,72,82,85
,hu5,11,15,56,58,79
,hu5,53,60,61,85,90
,hu5,5,33,34,57,72
,hu5,22,40,42,51,55
,hu5,38,48,54,56,68
,hu5,3,9,21,29,76
,hu5,12,21,77,84,85
,hu5,27,56,70,80,89
,hu5,18,42,62,69,71
,hu5,3,10,46,70,83
,hu5,5,12,32,47,66
,hu5,7,18,24,63,70
,hu5,9,10,22,36,66
,hu5,4,5,42,52,64
,hu5,16,18,33,37,76
,hu5,8,24,28,38,82
,hu5,13,60,64,69,90
,hu5,5,21,33,68,86
,hu5,22,45,67,68,73
,hu5,35,38,43,56,80
,hu5,39,56,69,75,76
,hu5,28,48,57,66,73
,hu5,53,61,67,76,83
,hu5,21,36,42,65,74
,hu5,15,25,49,51,81
,hu5,5,19,26,43,60
,hu5,13,15,67,79,82
,hu5,14,18,36,55,85
,hu5,11,21,32,50,77
,hu5,1,15,33,35,49
,hu5,2,5,67,73,87
,hu5,7,12,36,44,84
,hu5,11,28,51,63,85
,hu5,28,38,45,46,75
,hu5,23,33,48,63,73
,hu5,35,39,45,47,87
,hu5,3,26,46,65,81
,hu5,14,26,49,58,81
,hu5,14,18,27,47,77
,hu5,9,45,53,74,80
,hu5,5,10,15,28,39
,hu5,14,23,57,82,86
,hu5,11,31,36,58,79
,hu5,7,27,62,66,67
,hu5,18,47,55,71,82
,hu5,34,68,69,87,88
,hu5,13,22,43,45,77
,hu5,17,24,34,35,45
,hu5,5,15,34,53,78
,hu5,28,44,57,88,90
,hu5,40,51,60,66,71
,hu5,24,31,57,66,78
,hu5,9,43,46,60,67
,hu5,14,22,48,75,81
,hu5,14,19,47,49,61
,hu5,17,20,35,44,62
,hu5,9,15,46,48,89
,hu5,1,3,35,42,72
,hu5,8,13,49,57,59
,hu5,3,11,51,53,69
,hu5,18,34,58,70,71
,hu5,5,46,49,52,59
,hu5,14,19,54,64,87
,hu5,45,50,75,86,88
,hu5,26,49,64,65,86
,hu5,8,17,51,67,78
,hu5,25,35,75,79,85
,hu5,5,10,37,54,78
,hu5,1,41,44,51,61
,hu5,6,39,42,52,71
,hu5,6,9,31,35,70
,hu5,7,8,15,23,61
,hu5,9,11,29,78,86
,hu5,20,22,24,25,42
,hu5,29,32,51,63,70
,hu5,29,45,49,61,74
,hu5,37,45,75,77,81
,hu5,4,49,54,76,90
,hu5,5,6,55,75,89
,hu5,60,69,76,77,88
,hu5,7,22,40,74,78
,hu5,29,30,39,55,60
,hu5,4,26,34,55,83
,hu5,21,29,30,38,81
,hu5,38,42,44,76,80
,hu5,6,11,53,59,83
,hu5,13,15,41,55,65
,hu5,8,29,32,80,83
,hu5,12,29,48,70,71
,hu5,8,13,37,73,75
,hu5,1,16,35,44,82
,hu5,29,47,49,71,90
,hu5,10,15,29,39,47
,hu5,13,14,23,25,39
,hu5,3,37,61,70,74
,hu5,3,11,27,39,82
,hu5,6,25,30,32,48
,hu5,21,42,71,75,83
,hu5,12,29,37,40,41
,hu5,1,6,27,49,68
,hu5,1,2,47,53,56
,hu5,6,20,23,54,90
,hu5,5,23,33,34,37
,hu5,2,15,18,44,72
,hu5,33,34,51,64,71
,hu5,13,18,26,34,46
,hu5,14,20,29,33,34
,hu5,12,15,69,80,84
,hu5,16,54,55,63,79
,hu5,3,10,20,71,86
,hu5,1,9,37,54,57
,hu5,4,16,33,49,84
,hu5,3,10,59,72,80
,hu5,37,58,67,78,85
,hu5,1,7,10,35,89
,hu5,5,25,35,36,57
,hu5,13,49,52,66,67
,hu5,10,28,30,59,83
,hu5,36,46,49,68,74
,hu5,1,53,68,73,78
,hu5,5,19,50,62,75
,hu5,17,28,48,54,81
,hu5,13,26,45,77,86
,hu5,2,19,29,84,90
,hu5,11,17,65,69,75
,hu5,10,19,32,55,68
,hu5,37,61,71,77,85
,hu5,9,18,29,56,80
,hu5,19,51,65,84,89
,hu5,27,38,62,72,83
,hu5,5,25,41,52,89
,hu5,4,6,20,23,66
,hu5,2,12,56,80,84
,hu5,12,22,29,33,69
,hu5,5,17,45,53,65
,hu5,4,6,23,42,89
,hu5,5,28,33,58,77
,hu5,3,26,27,31,49
,hu5,8,27,34,51,86
,hu5,2,31,38,54,61
,hu5,7,9,52,59,89
,hu5,42,65,68,75,78
,hu5,7,13,34,87,89
,hu5,2,31,48,75,87
,hu5,14,20,50,73,74
,hu5,3,70,73,77,82
,hu5,7,34,42,45,52
,hu5,7,8,22,39,75
,hu5,6,39,53,66,79
,hu5,5,40,42,79,80
,hu5,21,32,73,77,83
,hu5,3,4,13,79,86
,hu5,4,37,40,66,70
,hu5,19,29,51,64,79
,hu5,31,37,53,54,76
,hu5,8,57,63,75,77
,hu5,1,5,31,34,57
,hu5,23,31,42,71,74
,hu5,22,25,82,83,87
,hu5,30,32,43,53,58
,hu5,17,23,29,45,81
,hu5,20,36,74,80,90
,hu5,4,17,38,67,74
,hu5,1,15,35,46,49
,hu5,4,9,23,50,83
,hu5,9,20,23,56,90
,hu5,31,45,65,71,74
,hu5,7,23,26,70,88
,hu5,10,38,51,67,89
,hu5,22,29,64,83,90
,hu5,4,14,26,67,74
,hu5,3,8,20,21,38
,hu5,28,44,48,78,88
,hu5,4,36,51,69,72
,hu5,15,17,41,56,84
,hu5,9,14,21,59,70
,hu5,24,58,67,70,84
,hu5,6,34,52,82,83
,hu5,12,21,55,70,83
,hu5,25,82,84,85,88
,hu5,14,15,25,56,59
,hu5,30,52,56,76,83
,hu5,20,21,24,37,71
,hu5,7,24,37,44,84
,hu5,12,18,38,56,58
,hu5,7,15,24,38,43
,hu5,42,62,69,78,89
,hu5,19,36,43,51,87
,hu5,13,49,71,77,80
,hu5,16,28,42,44,68
,hu5,22,35,54,64,87
,hu5,6,20,27,69,86
,hu5,6,37,41,60,79
,hu5,23,44,51,71,82
,hu5,24,43,62,82,85
,hu5,23,28,56,69,77
,hu5,16,18,36,78,82
,hu5,1,7,16,41,60
,hu5,51,64,67,73,87
,hu5,13,41,47,80,87
,hu5,18,24,46,63,85
,hu5,13,41,43,51,74
,hu5,22,28,36,61,81
,hu5,1,10,43,54,75
,hu5,6,9,69,73,81
,hu5,9,19,24,32,78
,hu5,7,26,59,73,80
,hu5,3,11,27,38,77
,hu5,8,67,74,85,86
,hu5,11,15,21,60,90
,hu5,14,19,27,37,57
,hu5,1,4,26,46,71
,hu5,32,36,79,87,90
,hu5,17,40,72,76,83
,hu5,2,8,16,34,45
,hu5,1,50,66,73,77
,hu5,7,13,57,69,71
,hu5,5,8,46,63,73
,hu5,11,27,53,67,71
,hu5,24,54,64,77,80
,hu5,39,74,76,78,80
,hu5,33,46,49,82,88
,hu5,37,40,48,65,70
,hu5,19,24,27,61,68
,hu5,8,17,34,51,76
,hu5,4,14,22,38,86
,hu5,1,25,49,62,75
,hu5,17,25,44,48,73
,hu5,9,13,24,54,63
,hu5,9,14,26,60,81
,hu5,1,12,13,15,26
,hu5,49,51,56,81,88
,hu5,9,12,45,65,89
,hu5,3,33,46,59,75
,hu5,16,38,40,65,73
,hu5,20,55,64,73,75
,hu5,7,52,58,62,67
,hu5,5,27,45,46,48
,hu5,12,19,35,42,64
,hu5,3,5,19,20,48
,hu5,7,12,24,30,75
,hu5,23,26,33,37,66
,hu5,26,33,38,47,53
,hu5,7,9,19,42,66
,hu5,8,12,24,26,85
,hu5,1,49,64,67,71
,hu5,16,61,71,77,89
